X,Y,OBJECTID,FOLIO,NAME,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,DIRCTNAME,YEARESTB,TYPE,GRDLEVEL,COED,STREGFLG,CHLDCAREID,ENROLLMENT,STATUS,WEBSITE,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID,CreationDate,Creator,EditDate,Editor
-8949491.9462,2961927.1244,292,3049360000481,Archimedean Pre Kindergarten,12400 SW 72nd St, ,Miami-Dade,33183,305-279-6572,,Chris A korfiatis, 2002,N,KG-12,C,Y, ,37,Active,https://www.archimedean.org/schools/aa,25.69963,-80.39465,855498.812345389,496979.500112466,ABREUI,2018/04/13 16:20:00+00,ABREUI,2018/04/13 16:20:00+00,18a83347-82b4-4876-94e2-eb4a232b446a,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8943096.0109,2982497.9758,293,2730030310010,Stars of the World Day Care I,10109 W Okeechobee Rd, ,Hialeah Gardens,33016,305-827-0014,,Ramona Rodriguez,2001, ,PK-01,C,Y,7218,37,Active,http://childcarecenter.us/provider_detail/stars_of_the_world_hialeah_gardens_fl,25.86603,-80.3372,874114.274250727,557548.159880869,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/23 12:57:42+00,82ddca10-e4ce-4269-8593-7a0fa70095ce,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8952021.9329,2959992.6313,294,3059030040010,KLA Schools of West Kendal,8950 SW 137th Ave, ,Miami-Dade,33186,305-387-2480,,Adriana L. Ortega, , ,PK-01,C,Y, ,95,Active,http://www.klaschoolskendall.com/,25.68397,-80.41738,848040.000178441,491254.250059135,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,8381c7fb-7784-4718-87f0-5c436f7a9006,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8946348.8711,2965899.2178,295,3040200000020,River of Hope Day School,10600 SW 40th St, ,Miami-Dade,33165,786-255-5252,,Matt Dubocq,1995,N,K,C,Y, ,69,Active,http://hopechapelmiami.com/about-us/,25.73178,-80.36643,864740.242625996,508707.419739388,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,0093695d-f9af-4588-84e6-24bde1ef0f26,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940228.2806,2991407.3908,296,3020110030040,Academy For Young Learners,18191 NW 68th Ave,101,Hialeah,33015,305-698-0202,,Aileen Machado,2007,N,PK-05,C, ,5557,74,Active,http://www.academyforyounglearners.com/,25.93802,-80.31143,882448.125138488,583759.375009276,ABREUI,2018/04/13 16:20:00+00,E316899,2021/07/28 07:55:14+00,a2f6c432-3b27-4fdd-a3f7-67dbe00f2595,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8948610.8146,2963985.5721,297,3049240012491,Early Start Learning Center,11895 SW 56th St, ,Miami-Dade,33175,305-229-2858,,Juana Fernandez, ,N,PK-01,C,Y, ,67,Active,http://earlystartlearningcenter.com/,25.71629,-80.38674,858077.158075791,503047.03189411,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:16:07+00,658be0f5-d368-4294-9abf-c4e7ff02ecd4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8945976.1231,2948444.6722,298,3060050810010,The Bee Academy,18950 SW 106th Ave ,119,Miami,33157,305-259-1599,,Willie L. Williams, ,N,KG-12,C,Y,5207,81,Active,http://www.thebeeacademy.us/,25.59045,-80.36307,866089.862311225,457345.201414779,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/02 15:17:39+00,c8196c25-705e-47b7-9a03-d9286414a151,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8942034.6082,2987290.9724,299,3220220060060,Creative Extended Care Center Inc,14505 Commerce Way ,Suite 545,Miami Lakes,33016,786-238-7220,,Marquez,,,PK-12,C,,5243,,,http://creativeppec.com/,25.90476,-80.32766,877177.506765578,571643.416981995,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:11:16+00,4b7b64dd-2682-4e61-b1f2-2092739592ba,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8958746.8703,2934659.148,300,1078120030080,Just Kids Centers Preschool and Academy III,906 N Krome Ave, ,Homestead,33030,305-245-7082,,Alejandro Perez, ,N,PK-KG,C,Y,8058,85,Active,http://www.justkidscenters.org/preschool-contact-us,25.47871,-80.47779,828438.187680189,416568.406277567,E316899,2020/11/04 18:20:05+00,E316899,2021/08/09 15:23:04+00,79d24b4d-d536-4c23-bc38-941048f6f930,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8922956.4276,2993047.9283,301,3022040000670,St Lawrence Elementary School,2200 NE 191st St, ,North Miami Beach,33180,305-932-4912,,Ms. Dian A. Hyatt,1957,Y,PK-08,C,Y,2836,169,Active,http://www.stlaw.org/pages/StLawrenceES,25.95127,-80.15628,933407.551633581,588874.40229585,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/17 11:09:04+00,59e5d2c1-6e4c-4b5e-b918-aadc6f5bf2f8,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8957476.2302,2935004.3929,302,1079070140430,Hope Academy,1100 Old Dixie Hwy, ,Homestead,33030,786-243-3390,,Nirvala Autar, ,N,KG-12,C,Y,3982,218,Active,http://www.hopeacademyonline.com/,25.48151,-80.46638,832199.649187692,417600.864262529,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:19:59+00,17749163-b998-408e-9504-e936320bf9b0,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8933544.8674,2990073.3305,303,3421090030060,Emmanuel Kindergarten & Daycare,3001 NW 167th Ter,  ,Miami Gardens,33056,305-623-6972,, , ,N,K-06,C,Y,2313,130,Active,https://www.privateschoolreview.com/emmanuel-kindergarten-daycare-profile,25.92725,-80.2514,902201.338084884,579950.349725731,ABREUI,2018/04/30 16:37:05+00,E316899,2021/07/08 13:32:59+00,bc3f1441-1331-4d6e-b653-f08a08ce77fd,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8951103.6048,2965655.9734,304,3049140020210,Kiddie College of South Miami ,13291 SW 42nd St, ,Miami-Dade,33175,305-552-6047,,Ruben Soula, , ,PK-PK,C,Y,4366,95,Active,http://www.kiddiecollege.org/,25.72981,-80.40913,850682.312372908,507926.749786653,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,b9043d79-38fa-4ead-9efb-74787bc4be24,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8949532.8545,2953229.0002,305,3059240090050,La Petite Academy of Miami - SW 127th Ave,14901 SW 127th Ave, ,Miami-Dade,33186,305-232-6505,,Bridgette Clavelo, , ,PK-KG,C,Y, ,0,Active,http://www.lapetite.com/your-local-school/miami-fl-7519/,25.62921,-80.39502,855494.863545384,471381.75391262,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,f7e4b8ed-5959-43ec-9f09-2b0afea61f3f,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8951333.841,2941663.4745,306,3069260030040,Lovely Stars Child Care,24951 SW 135th Rd, ,Homestead,33032,305-258-0118,,Caridad Lopez,2005, ,PK-08,C,Y,6967,27,Active,http://www.lovelystarsacademy.com/contact_us,25.5355,-80.4112,850315.406772561,437299.289368875,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/05 12:11:35+00,d55190bd-8b4f-4ac7-a34b-8a9a01b0492f,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8953599.43450001,2963590.0267,307,3049280300030,Karate After School Center Inc,14702 SW 56th St,,Miami,33185,786-553-3895,,Micheal Luzbet,2019,,KG-05,C,,6635,,Active,https://www.karateafterschoolcenter.com/,25.71309,-80.43155,843327.488942053,501817.467988961,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:21:27+00,18ef2e4d-6c79-449d-857d-c0d811d41063,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8952428.17790001,2940245.7451,308,3069270160030,Kinderkids Learning Center and Preschool II,26049 S Dixie Hwy, ,Homestead,33032,305-258-9383,,Fatima Zaldiba,2010,N,PK-03,C,Y,5924,135,Active,https://childcarecenter.us/provider_detail/kinderkids_learning_center_preschool_ii_naranja_fl,25.524,-80.42103,847092.038577564,433108.284948982,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,0e8530f6-e11f-48c5-869e-4bf62b6aded3,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8941736.1487,2991855.2807,309,3020110160010,Kiddie Corner Academy,7640 NW 186th St, ,Miami-Dade,33015,305-362-8222,,Claudia Penafiel,    ,N,PK-K,C,Y,3170,275,Active,http://kiddiecorneracademy.com/moto3/,25.94164,-80.32498,877989.828302335,585051.27414649,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,099e92d0-213e-4886-9fe5-f8a171744311,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8950815.8453,2937224.1799,310,3079020000171,Villa Preparatory Academy II,13350 SW 288th St,,Homestead,33033,305-247-5858,,Zoraida Villanueva,2012,,KG-08,C,,6629,,Active,https://villaprepacademy.square.site/,25.49951,-80.40655,851908.138422046,424226.200588703,E316899,2020/12/09 10:43:44+00,E316899,2021/09/29 12:25:24+00,79865703-0b70-4ca7-aa65-97bc85f09cf4,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8919233.2929,2984979.7301,311,1422350070230,The Shul's Child Enrichment Center,9540 Collins Ave,,Surfside,33154,305-868-1411,,Chana Lipskar,,,PK-KG,C,,7360,,Active,http://www.theshulpreschool.org/contact-us,25.88609,-80.12283,944556.59086033,565252.351376042,E316899,2020/12/03 15:38:37+00,E316899,2021/09/27 11:10:41+00,72b82c7c-fdb9-4ea1-8dc2-cb25f57b8ea5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8944842.3711,2950396.0674,312,3050320041690,VIP Christian Academy,17445 Homestead Ave, ,Miami-Dade,33157,305-251-3722,,Sharon Smith, , ,PK-12,C, ,5474,28,Active,https://www.facebook.com/pages/Vip-Christian-Academy/224687841024907,25.60626,-80.35288,869418.624966353,463107.249968909,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 12:29:18+00,aceca565-a4df-44a1-b48c-51c67f1b5513,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8935879.3038,2979451.8798,313,0431080080100,La Scala Preschool Learning Center Musikids 4,499 E 21st  St, ,Hialeah,33013,305-883-9834,,Christopher Camejo, ,N,PK-12,C,Y,7336,264,Active,https://childcarecenter.us/provider_detail/la_scala_preschool_learning_center_musikids_4_hialeah_fl,25.8414,-80.27237,895481.937630627,548710.750080638,ABREUI,2018/04/30 16:37:05+00,ABREUI,2019/03/18 11:48:00+00,b1b44da8-8282-48d6-b51f-96893ae5d018,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8948963.0297,2967748.7689,314,3049120680020,"Mini Me Daycare Learning Center II, Inc.",11865 SW 26th St,H-1,Miami-Dade,33175,305-227-9111,,Yakeline Soler,2002, ,PK-01,C,Y,5808,68,Active,https://www.greatschools.org/florida/miami/14633-Mini-Me-Daycare-Learning-Center-Ii/,25.74675,-80.3899,856984.250042774,514110.562400408,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/06 16:14:33+00,4f57cd2b-f1f8-44b0-8f51-f73ad3d45119,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932481.8519,2986834.0899,315,0821220111040,"Rosalphanie Child Care 1, Inc ",2570 NW 139th St,,Opa-Locka,33054,305-687-0545,,Daysi Mordan,,,PK-08,C,,7028,,Active,https://www.rosalphaniechildcare1inc.com/,25.90107,-80.24185,905394.897383857,570455.369876884,E316899,2020/11/16 10:58:48+00,E316899,2021/09/20 15:13:02+00,bb19537e-d92d-4808-aaed-408bf4ade56e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8944863.8107,2950201.4092,316,3050320041820,Rise Preparatory Academy,9942 Hibiscus St,,Palmetto Bay,33157,786-454-5766,,Jerry Williamson,,,05-12,C,,9374,,Active,https://fpea.com/groups/rise-preparatory-academy,25.60468,-80.35309,869357.951633677,462533.811045699,E316899,2021/09/20 15:00:39+00,E316899,2021/09/20 15:02:28+00,b99830a0-6740-42da-aa49-076978fa5ef5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939442.1035,2953535.3069,317,3350230000830,Westminster Christian School,6855 SW 152nd St, ,Palmetto Bay,33157,305-233-2030,,Scott Jones,1961,Y,PK-12,C,Y,2925,1159,Active,http://www.wcsmiami.org/,25.63169,-80.30438,885357.124309197,472430.062393591,ABREUI,2018/04/30 16:37:05+00,E316899,2021/06/25 10:37:35+00,555b879b-294e-466d-b7c2-4919f6e551fe,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932917.1828,2991004.9017,318,3421090250010,Rising Stars Daycare and Learning Center,17560 NW 27th Ave,109,Miami Gardens,33056,305-760-2015,, , , , , , , ,71,Active,https://www.facebook.com/RisingStarAcademy2015/,25.93477,-80.24576,904038.823654599,582696.435616292,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,484aa639-9a6f-4906-9623-a4ba07966ba9,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8955253.3282,2959864.9788,319,3059040700010,Kingdom Academy,9010 SW 157th Ave, ,Miami-Dade,33196,305-385-3761,,Iliana N. Perez,2000,Y,PK-05,C,Y,2354,302,Active,http://www.kingdomacademyschool.com/,25.68294,-80.44641,838481.62372154,490837.566282734,E316899,2020/11/04 18:20:05+00,E316899,2021/06/25 10:22:40+00,7844df1f-caed-4d35-82e6-71b057b71c36,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8947228.8124,2970902.2264,320,3040060012320,Miami Christian School ,200 NW 109th Ave, ,Miami-Dade,33172,305-221-7754,,"Lorena Morrison, Ed.D.",1954,Y,KG-12,C,Y,2690,308,Active,http://www.miamichristian.org/,25.77226,-80.37432,862068.187839508,523407.43767307,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/20 10:46:29+00,a1969ebc-5d09-4a48-9909-35cd65d2d6c1,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8932877.9773,2991127.3052,321,3421090020070,Excel Kids Academy - Miami Gardens Campus,17700 NW 27th Ave,  ,Miami Gardens,33056,305-624-0101,,Shawntravia Pointville,2006,N,PK-05,C, ,5714,5,Active,https://excelkidsacademy.com/,25.93576,-80.24542,904152.499942701,583056.514208622,E316899,2020/11/04 18:20:05+00,E316899,2021/07/06 11:04:07+00,1b94ce2c-f652-4209-9027-cb94cb360267,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934510.7877,2966182.3848,322,0341200170720,La Piazza Academy,4101 Salzedo St, ,Coral Gables,33146,305-448-8885,,Monica Pizarro, , ,PK-01,C,Y,7306,81,Active,http://lapiazzaacademy.com/,25.73407,-80.26007,899744.562402599,509722.468700334,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,9ff507b9-b0b1-4a1a-89f8-97f0a51f1fee,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8959861.1403,2930788.7483,323,1678250000390,Advanced Achievers Academy,713 W Palm Drive, ,Florida City,33034,786-504-8992,,Suhail Hernandez, ,N,KG-12,C, ,5634,0,Active,http://myaaaschool.net/contact_us,25.44732,-80.4878,825179.903901152,405146.870010935,ABREUI,2018/04/13 16:20:00+00,E316899,2021/06/25 09:22:17+00,eca758e2-41c0-469c-929b-e94064261fce,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929482.375,2975383.6574,324,0131260040100,Watch Me Grow Learning Center III,3400 NW 11th Pl, ,Miami,33127,305-634-5500,,Addisbell Espinosa,2008, ,PK-04,C,Y,6405,54,Active,https://childcarecenter.us/provider_detail/watch_me_grow_learning_center_iii_inc_miami_fl,25.80851,-80.2149,914453.863152295,536863.001205601,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 12:53:43+00,631c84ab-7f2b-4e76-b8eb-681bc6ad761b,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8930563.4563,2978130.4565,325,0131140352140,Prayer and Praise Christian Academy,6087 NW 17th Ave, ,Miami,33142,786-380-3209,,Dorothy L Wilson,2008, ,KG-08,C,Y,912,0,Active, ,25.83072,-80.22461,911211.187437277,544917.249917105,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,b5ccebf2-d28f-44e8-9018-36b7eb5cfe30,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8940767.0729,2956891.8459,326,2050140040050,Bet Shira Early Childhood Center,7500 SW 120th St, ,Pinecrest,33156,305-238-2601,,Judith Gampel ,1985,Y,PK-KG,C,Y,2893,58,Active,https://www.betshira.org/early-childhood-center,25.65887,-80.31627,881384.463313498,482289.056322776,ABREUI,2018/04/13 16:20:00+00,E316899,2021/06/25 10:07:20+00,ce286db4-9afa-42e5-adb2-78f2d1b52930,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8938359.3052,2982706.7423,327,0430010010010,PLA Fine Arts,4975 West 6 Ave,,Hialeah,33012,305-821-2828,,Charlotte Hubbard,,,KG-03,C,,8645,,Active,,25.86772,-80.29465,888103.14940815,558234.389607921,E316899,2020/11/12 12:38:48+00,E316899,2020/11/12 13:03:08+00,a4a61ee0-96b5-41cd-be6a-71eae284adc1,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8928923.0555,2980719.2535,328,3031110020940,Worshipers' House of Prayer Academy,8350 NW 7th Ave, ,Miami-Dade,33150,305-200-3245,,Daphne Zizi,2000,Y,KG-06,C,Y,3625,124,Active,http://www.whopacademy.org/,25.85165,-80.20988,916012.687089749,552553.561988212,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 14:33:30+00,44aafadc-ff8d-448a-a3d6-1ffca325bed2,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8936000.086,2978602.9181,329,0431170110550,Thumbelina Learning Center III,1395 E 4th Ave,  ,Hialeah,33010,305-887-4233,,Jackie Vazquez,2003, ,PK-08, , ,4365,295,Active,http://www.thumbelinaacademy.com/locations.php,25.83454,-80.27345,895138.861022312,546213.967486307,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,1a9852c8-0e61-4124-a469-4a1ff09716f0,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8935912.7019,2980094.2913,330,0431080012360,Kid's Area Learning Center,484 E 27th St, ,Hialeah,33013,305-693-8502,,Natalia Membribe,    ,N,PK-02,C,Y,6322,61,Active,https://childcarecenter.us/provider_detail/kids_area_learning_center_inc_hialeah_fl,25.8466,-80.27268,895372.812510528,550597.9375384,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,c6c36072-7839-454a-9db0-08655e9b3502,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8930275.7466,2974651.7408,331,0131260240310,Interamerican Learning Center,1521 NW 28th St, ,Miami,33142,305-633-1000,,Shaleen Fagundo, ,N,PK-01,C,Y,6102,79,Active,http://www.ilcpreschool.com/,25.80259,-80.22203,912121.805550124,534697.627507582,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/09 09:52:55+00,e4d5bc92-2154-423f-89f1-c3f0eee00d80,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939778.87200001,2981320.9149,332,0430021000020,Jean Piaget Academy,3764 W 12th Ave, ,Hialeah,33012,305-823-7888,,Angela Alvarez,2006,N,PK-05,C,Y,5543,77,Active,https://childcarecenter.us/provider_detail/jean_piaget_academy_inc_hialeah_fl,25.85651,-80.3074,883931.288787871,554140.4325177,E316899,2020/11/04 18:20:05+00,E316899,2020/11/04 18:20:05+00,4336311b-51c5-4044-be6e-d5033f209ef9,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8934785.53190001,2978086.483,333,0431170050010,World Children's Academy,930 E 9th St, ,Hialeah,33010,305-887-5437,,Juditt Milian,2012, ,KG-05,C,Y,5576,113,Active,http://worldchildrensacademy.org/,25.83036,-80.26254,898736.124897659,544716.249980919,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/29 12:57:46+00,e9fa5ebd-cd5e-40e3-be76-11a7994f2d5b,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8954411.414,2954562.7586,334,3059210230010,World Hope Academy,15190 SW 136th St ,26,Miami-Dade,33196,786-592-2384,,Alan Goldstein,2005,N,PK-12,C,Y,4762,101,Active,http://www.worldhopeacademy.com/accreditation,25.64001,-80.43884,841038.593707923,475244.175932214,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,d6d36fb2-c041-45b1-84b4-c13f8cc2ab96,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939396.4624,2964179.4906,335,3040260100060,Palmetto Christian School,6790 SW 56th St, ,Miami-Dade,33155,305-662-2863,,Edwin Collado,2012, ,KG-07,C,Y,6447,6,Active,http://palmettochristian.com/,25.71786,-80.30396,885327.347925168,503752.583766766,ABREUI,2018/04/30 16:37:05+00,E316899,2021/09/20 12:03:29+00,f6717402-a3d1-480e-806b-7288e4264669,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8957222.70630001,2935037.8206,336,1079070060060,Little Lamb Christian Academy,1200 N Flagler Ave,,Homestead,33030,305-247-1774,,Marie Pierre,,,KG-01,C,,7653,,Active,https://childcarecenter.us/provider_detail/little_lambs_christian_academy_homestead_fl,25.48178,-80.4641,832950.553293571,417702.400545426,E316899,2021/08/13 15:40:09+00,E316899,2021/08/13 15:42:11+00,d264f5a0-a15d-4551-bd0f-831829427d74,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8935743.87050001,2982688.7971,337,0421320170180,International Children's Academy ,585 E 49th St,Suite 5,Hialeah,33013,305-685-9809,,Jennine Perez,,,PK-04,C,,8421,,Active,http://www.icaeducation.com/,25.86757,-80.27116,895829.328094948,558223.857801497,E316899,2020/11/04 18:20:05+00,E316899,2021/08/09 09:54:15+00,88b0043d-f3cb-4d9c-b61c-9a90c477a25a,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8929435.57220001,2973246.5868,338,0131350030010,Debbie School UM,1611 NW 12th Ave, ,Miami,33136,305-243-6961,,Kathleen Vergara,1983,N,PK-02,C,Y,0325,147,Active,http://pediatrics.med.miami.edu/debbie-school/,25.79122,-80.21448,914629.674480464,530581.663855754,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,4f010146-75cf-4b12-8bb4-054ca0bd6193,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8937167.2868,2978213.9137,339,0431180140270,Lincoln-Marti Schools - W 11th St,110 W 11th St,  ,Hialeah,33010,305-887-3217,,Demetrio J. Perez, ,N,05-K,C, , ,0,Active,http://www.lincoln-marti.com/index.php?option=com_wrapper&view=wrapper&Itemid=141,25.83139,-80.28394,891696.259810109,545051.849376276,ABREUI,2018/04/30 16:37:05+00,E316899,2021/11/10 11:52:10+00,3b0f37b5-fcff-40d5-95a9-0268dd6e02f1,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939879.8553,2981145.1442,340,0430110050011,Little Star Learning Academy LLC,1298 W 37th St, ,Hialeah,33012,305-400-8664,,Yanet Gonzalez,2010,N,PK-05,C, ,5802,57,Active,https://www.facebook.com/pages/category/Day-Care/Little-Star-Learning-Academy-111483830708039/,25.85509,-80.3083,883635.680519167,553622.409747422,ABREUI,2018/04/13 16:20:00+00,E316899,2021/08/19 12:55:51+00,90cc734c-689d-472c-b7da-c3754890e6b5,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8952490.7872,2962037.0427,341,3049270021160,Good Shepherd Catholic School,14187 SW 72nd St, ,Miami-Dade,33183,305-385-7002,,Clara I. Cabrera,1995,Y,PK-08,C,Y,685,211,Active,http://good-shepherd-school.org/after-school-care.html,25.70052,-80.42159,846626.586289126,497263.135568723,ABREUI,2018/04/30 16:37:05+00,E316899,2021/08/06 14:14:05+00,d7c36971-2ebf-4329-adb8-863f6dec089d,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8936699.3355,2976929.7743,342,0531190130110,Star Babies Learning Center,77 Hook Square, ,Miami Springs,33166,305-888-2122,,Nieves-Maria Hernandez, , ,KG-01,C,Y,7366,8,Active,http://www.starbabieslearningcenter.com/,25.82101,-80.27973,893099.660508409,541285.388153717,ABREUI,2018/04/30 16:37:05+00,E316899,2020/11/25 12:18:00+00,c789fce3-8e00-43e6-9b82-1a5e13329cb1,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8939216.3505,2953603.461,343,3350230000891,Sunrise School of Miami,14920 SW 67th Ave, ,Palmetto Bay,33158,305-274-6562,,Danaee Perez,2005,N,KG-08,C,Y,4857,98,Active,http://sunriseschoolofmiami.org/,25.63224,-80.30234,886024.250041787,472634.1997163,ABREUI,2018/04/30 16:37:05+00,E316899,2020/12/01 09:30:19+00,57201992-baee-4312-ac91-cfc19b847b8e,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
-8931921.3648,2972690.5615,344,0131340190090,Kiddie Ranch Nursery and Kindergarten,2470 NW 14th St,  ,Miami,33125,305-635-4994,,, ,N,PK-K, , , ,90,Active,https://www.privateschoolreview.com/kiddie-ranch-nursery-kindergarten-profile,25.78673,-80.23682,907291.437545624,528903.812462188,ABREUI,2018/04/30 16:37:05+00,ABREUI,2018/04/30 16:37:05+00,9d76db25-4091-4431-b9dd-e5eb49293a2f,2025/01/28 16:27:14.070+00,MDPublisher,2025/01/28 16:27:14.070+00,MDPublisher
